"1975594","turmas-graduacao","2018.2","AAS0452","EDUCACAO ESPECIAL E INCLUSAO (1206025)","60","2N34 4N12","2018","0"
"1975594","turmas-graduacao","2018.2","AAS0700","LIBRAS (1200585)","60","2N12 4N34","2018","0"
"1975594","turmas-graduacao","2018.2","CMA1458","LINGUA BRASILEIRA DE SINAIS - LIBRAS","60","2N12 4N34","2018","0"
"1975594","turmas-graduacao","2018.2","CMA1463","PRATICAS PEDAGOGICAS INTEGRATIVAS III","60","35N12","2018","0"
"1975594","turmas-graduacao","2018.1","AAS0452","EDUCACAO ESPECIAL E INCLUSAO (1206025)","60","2N34 4N12","2018","1"
"1975594","turmas-graduacao","2018.1","CMA1456","EDUCACAO ESPECIAL E INCLUSIVA","60","2N34 4N12","2018","1"
"1975594","turmas-graduacao","2018.1","AAS0700","LIBRAS (1200585)","60","2N12 4N34","2018","1"
"1975594","turmas-graduacao","2018.1","AAS0462","LIBRAS (1206096)","60","3M45 5M23","2018","1"
"1975594","turmas-graduacao","2017.2","AAS0452","EDUCACAO ESPECIAL E INCLUSAO (1206025)","60","2N34 4N12","2017","0"
"1975594","turmas-graduacao","2017.2","AAS0700","LIBRAS (1200585)","60","25N12","2017","0"
"1975594","turmas-graduacao","2017.2","AAS0462","LIBRAS (1206096)","60","3M45 5M23","2017","0"
"1975594","turmas-graduacao","2013.2","AAS0452","EDUCACAO ESPECIAL E INCLUSAO (1206025)","60","2N1234","2013","0"
"1975594","turmas-graduacao","2013.2","AAS0462","LIBRAS (1206096)","60","35M45","2013","0"
"1975594","turmas-graduacao","2013.2","AAM0750","PRATICA DE ENSINO V: ENSINO-APRENDIZAGEM DE COMPUTACAO","90","7M23  35N34","2013","0"
"1975594","turmas-graduacao","2013.1","AAS0452","EDUCACAO ESPECIAL E INCLUSAO (1206025)","60","4N1234","2013","1"
"1975594","turmas-graduacao","2013.1","AAS0700","LIBRAS (1200585)","60","6T1234","2013","1"
"1975594","turmas-graduacao","2013.1","AAS0700","LIBRAS (1200585)","60","5T2345","2013","1"
"1975594","turmas-graduacao","2013.1","AAS0462","LIBRAS (1206096)","60","46M45","2013","1"
"1975594","turmas-graduacao","2013.1","AAS0462","LIBRAS (1206096)","60","6T1234","2013","1"
"1975594","turmas-graduacao","2013.1","AAM0715","PRATICA DE ENSINO I: EDUCACAO EM COMPUTACAO","75","5N1234 7N1","2013","1"
"1975594","turmas-graduacao","2012.2","AAS0452","EDUCACAO ESPECIAL E INCLUSAO (1206025)","60","3T45 5T23","2012","0"
"1975594","turmas-graduacao","2012.2","AAS0462","LIBRAS (1206096)","60","2T45 4T23","2012","0"
"1975594","turmas-graduacao","2012.2","AAS0462","LIBRAS (1206096)","60","6T2345","2012","0"
"1975594","turmas-graduacao","2012.2","AAM0715","PRATICA DE ENSINO I: EDUCACAO EM COMPUTACAO","75","7M1  5N1234","2012","0"
"2213705","turmas-graduacao","2018.2","AAM0754","EDUCACAO DE JOVENS E ADULTOS NO BRASIL","60","2N12 3N34","2018","0"
"2213705","turmas-graduacao","2018.2","AAS0012","FILOSOFIA DA CIENCIA  E MET. CIENTIFICA (1200171)","60","2N34 4N12","2018","0"
"2213705","turmas-graduacao","2018.1","AAS0012","FILOSOFIA DA CIENCIA  E MET. CIENTIFICA (1200171)","60","2N34 4N12","2018","1"
"2213705","turmas-graduacao","2018.1","CMA1452","PSICOLOGIA DA APRENDIZAGEM E DO DESENVOLVIMENTO HUMANO","60","35N34","2018","1"
"2213705","turmas-graduacao","2018.1","AAS0464","PSICOLOGIA E EDUCACAO (1206112)","60","23N12","2018","1"
"2213705","turmas-graduacao","2017.2","AAS0012","FILOSOFIA DA CIENCIA  E MET. CIENTIFICA (1200171)","60","2N34 4N12","2017","0"
"2213705","turmas-graduacao","2017.2","AAS0464","PSICOLOGIA E EDUCACAO (1206112)","60","23N12","2017","0"
"2213705","turmas-graduacao","2016.2","AAS0012","FILOSOFIA DA CIENCIA  E MET. CIENTIFICA (1200171)","60","4N34 6N12","2016","0"
"2213705","turmas-graduacao","2016.2","AAM0750","PRATICA DE ENSINO V: ENSINO-APRENDIZAGEM DE COMPUTACAO","90","2M12 46M34","2016","0"
"2213705","turmas-graduacao","2016.1","AAS0012","FILOSOFIA DA CIENCIA  E MET. CIENTIFICA (1200171)","60","4N34 6N12","2016","1"
"2213705","turmas-graduacao","2016.1","AAS0464","PSICOLOGIA E EDUCACAO (1206112)","60","4N12 6N34","2016","1"
"2213705","turmas-graduacao","2015.2","AAS0012","FILOSOFIA DA CIENCIA  E MET. CIENTIFICA (1200171)","60","4N34 6N12","2015","0"
"2213705","turmas-graduacao","2015.2","AAS0012","FILOSOFIA DA CIENCIA  E MET. CIENTIFICA (1200171)","60","3N12 5N34","2015","0"
"2213705","turmas-graduacao","2015.2","AAS0464","PSICOLOGIA E EDUCACAO (1206112)","60","4N12 6N34","2015","0"
"2213705","turmas-graduacao","2015.1","AAS0452","EDUCACAO ESPECIAL E INCLUSAO (1206025)","60","25N34","2015","1"
"2213705","turmas-graduacao","2015.1","AAM0710","PRATICA DE ENSINO III: OBJETOS DIGITAIS DE EDUCACAO EM COMPUTACAO","90","7M12  3N34 5N12","2015","1"
"2213705","turmas-graduacao","2015.1","AAS0464","PSICOLOGIA E EDUCACAO (1206112)","60","36N12","2015","1"
